"";"name";"address";"city";"postal_code";"zone";"food";"food_sample";"ambient";"keywords";"menu";"target";"score";"opinions_count";"price";"opinions_count_log";"weekly_hours";"open_lunch";"open_dinner";"open_weekend";"latitude";"longitude";"dist_centre_km";"renda_mitjana_bruta"
"1670";"RESTAURANTE EL RACÓ DEL MARINER";"Carrer de la Pau, 1";"Barcelona";"08930";"Alrededores";"Arroces, Pescados, Marisquería";"Tortita de camarones. Pulpo a la gallega. Mini tartar de salmón. Croquetas caseras. Closcada (mejillones, almejas y tallarina). Paella. Caldoso de cangrejo azul. Fideuá. Arroz de pescadores. Meloso de bacalao. Arroz negro. Atún rojo balfejó. Suquet de lubina y marisco. Sopa de pescado. Canelones 100% veganos. Callos caseros. Carne en salsa. Panceta y huevos. Albóndigas en salsa.";"Bien calidad-precio, Con encanto, Romántico, Moderno y fashion.";"Terraza Top, Bodega bar, Grandes chefs, Abierto en domingo, Acceso movilidad reducida.";"Unknown";"Para amigos, Para grupos, Para familias.";8,4;1758;20;7,47250074473756;46,5;TRUE;TRUE;TRUE;41,4160656;2,2307005;6,00615837883814;49096,9785191956
"1671";"RESTAURANTE NURIVAN";"Carrer d'Anglesola, 18";"Barcelona";"08014";"Les Corts";"Castellana, Catalana, Mediterránea, Regional española";"Paella. Entrecot. Cachopo. Bistec con patatas. Fideuá. Salmorejo. Churrasco. Arroz con bogavante. Ensaladilla rusa. Crema catalana. HUevos con patatas. Flan casero. Bocadillo de bacon con queso";"Informal, Bien calidad-precio.";"Terraza, Brunch, Comida para llevar, Acceso movilidad reducida.";"Unknown";"Para grupos, Para amigos, Para jóvenes.";8,4;753;20;6,62539236800796;56;TRUE;FALSE;TRUE;41,3874899;2,1322208;3,16407898048046;37443
"1672";"RESTAURANTE MIRABLAU";"Plaça del Doctor Andreu, s/n";"Barcelona";"08035";"St Gervasi-Bonanova";"Mediterránea";"Hamburguesa de ciervo. Burrata con carpaccio de tomate y aceite de albahaca. Tataki de atún con puerros y orejones de melocotón. Pulpo a la plancha con parmentier de trufa. Carpaccio Harry's Bar. Tomate Daniela y ventresca de atún.";"Informal, Con encanto, Actual.";"Terraza Top, Vistas, Disco y baile, Música y copas, Terraza, Abierto en domingo, Después medianoche.";"Menú para grupos";"Para grupos, Para cenas empresa, Para bodas y bautizos, Para amigos, Para negocios, Para jóvenes, Para familias.";8,4;11358;30;9,33776566023142;62,5;TRUE;TRUE;TRUE;41,4161095;2,1315763;4,56594866321362;37696
"1673";"RESTAURANTE THE BISTROT. SANTA EULALIA";"Passeig de Gràcia, 93";"Barcelona";"08008";"Eixample Dret";"Mediterránea";"Alcachofas. Mona sacher. Boquerones. Carrot cake. té de jazmín. Macarons enric rosich. Mini flauta de jamón de bellota. Buñuelos de bacalao con miel y lima. Dry martini. Vino blanco. Vino tinto";"Informal, Con encanto, Moderno y fashion.";"Terraza Top, Cocina Non Stop, Acceso movilidad reducida.";"Unknown";"Para grupos, Para familias.";8,4;82;42,5;4,4188406077966;54;TRUE;TRUE;TRUE;41,3950267;2,1609146;1,17764293722983;70245
"1674";"RESTAURANTE LA CLARA";"Gran Via de les Corts Catalanes, 442";"Barcelona";"08015";"Sant Antoni";"Catalana, De mercado, Mediterránea";"Almejas de Galicia con alcachofas en salsa verde. Lasagna de pasta fresca y verduritas. Atún fresco a la parrilla con tomate a la plancha. Bacalao a la llauna con judías del Ganxet. Albóndigas de sepia con setas. Espalda de cabrito al horno. Rabo de buey estofada. Steak tartare.";"Informal, Rústico, Bien calidad-precio, Actual.";"Terraza, Cocina Non Stop, Platos para celíacos, Amantes del vino, Acceso movilidad reducida.";"Menú para grupos";"Para grupos, Para amigos, Para cenas empresa, Para negocios, Para jóvenes, Para familias.";8,4;1897;42,5;7,54855597916987;49;TRUE;TRUE;TRUE;41,3783277;2,1539327;1,65995965547056;40775
"1675";"RESTAURANTE CAL TITO";"Ronda de Catalunya, 42";"Cabrera de Mar";"08349";"Alrededores";"Pescados";"Arroz con gamba. Tacos de atún. Mejillones a la brasa. Ostras. Calamar a la andaluza. Gambas. Pulpo a la gallega. Tallarines. Rodaballo. Zamburiñas. Erizos de mar";"Informal.";"Comida para llevar, Abierto en domingo, Ticket restaurant (tarjeta).";"Unknown";"Para grupos, Para ir con niños, Para familias.";8,4;1121;42,5;7,02286808608264;35,5;TRUE;TRUE;TRUE;41,5110953;2,4000424;23,6419208622746;49096,9785191956
"1676";"RESTAURANTE PETIT RAMBLERO";"Carrer dels Banys Nous, 8";"Barcelona";"08002";"Centro, El Gòtic";"Pescados, Arroces, De mercado, Marisquería, Mediterránea, Paella";"Cigalas a la plancha. Langosta. Navajas a la plancha. Almejas al vapor. Ostras de Normandía. Calamares de playa. Entrecot de Girona. Dorada salvaje. Bacalao gratinado a la muselina de pimiento rojo. Paella marinera. Parrillada de marisco con bogavante.";"Informal, Rústico, Bien calidad-precio.";"Más reservados, Cocina Non Stop, Comida para llevar, Abierto en domingo, Comida a domicilio.";"Menú infantil, Menú para grupos";"Para amigos, Para cenas empresa, Para grupos.";8,4;770;42,5;6,64768837356333;48;TRUE;TRUE;TRUE;41,3821413;2,175238;0,690431079759895;33754
"1677";"RESTAURANTE FULANO MENGANO";"Carrer de Muntaner, 325";"Barcelona";"08021";"St Gervasi-Bonanova";"Catalana, Mediterránea";"Ensalada Rusa FM con ventresca de atún y caviar Abruga. Bacalao con calçots y romesco. Cremoso de ternera relleno de ceps con salsa de oporto. Arroz cremoso de ceps y trufa negra. Tarta de queso con frutos rojos.";"Informal, Actual.";"Unknown";"Unknown";"Para grupos, Para cenas empresa, Para amigos, Para negocios, Para familias.";8,4;449;30;6,10924758276437;25;TRUE;FALSE;FALSE;41,39745;2,1449266;2,40266992396224;106734
"1678";"RESTAURANTE LA VERMU";"Carrer de Sant Domènec, 15";"Barcelona";"08012";"Gràcia";"Tapas, Catalana, Mediterránea, Regional española";"Ensaladilla rusa. Plato de jamón. Albóndigas con salsa. Pan con tomate. Tortilla de patatas. Atún rojo curado. Croquetas. Ensalada con burrata. Gildas. Hummus. Bomba de patata y carne picada. Olivas. Patatas fritas. Anxovas. Tabla de embutidos. Huevos rotos con jamón. Queso manchego. Callos.";"Informal, Con encanto, Actual.";"Abierto en domingo, Después medianoche.";"Unknown";"Para amigos, Para grupos, Para jóvenes.";8,4;1091;20;6,99576615630485;47,5;TRUE;TRUE;TRUE;41,4000626;2,1568154;1,82899998304529;43031
"1679";"RESTAURANTE INDOCHINE LY LEAP";"Carrer de Muntaner, 82";"Barcelona";"08011";"Centro, Eixample Esquerre";"Creativa, Asiática";"Sopa de almejas. Caviar de lima. Mejillones con ensalada de ajo, jengibre y coco tostado. Rollo al estilo de Saigon. Rollo de pato de Pekín. Brocheta con langostino, vinagre de coco y lima. Cordero envuelto en hojas con salsa de ciruelas. Mango verde con carne de cerdo caramelizada.";"Original, Exótico, Con encanto, Moderno y fashion, Preferidos.";"Grandes chefs (Ly Leap), Abierto en domingo, Acceso movilidad reducida.";"Menú degustación";"Unknown";8,4;4631;60;8,44074401925283;49;TRUE;TRUE;TRUE;41,3879194;2,157983;1,01715098485735;45294
"1680";"RESTAURANTE TABERNA KAMIKAZE";"Carrer del Rosselló, 197";"Barcelona";"08036";"Eixample Esquerre";"Asiática, De fusión, Mediterránea";"Dumpling de anguila ahumada. Bravas con pulpo laminado y okonomiyaki. Yakatori de pollo marinado. Mar y montaña Kyabetsu. Fideos de seta enoki con salsa de anguila ahumada. Niguiri de anguila ahumada con daikon. Niguiri de rubia gallega. Yakimeshi de marisco. Maira al vapor de pino y soja";"Informal, Actual.";"Terraza, Comida para llevar, Abierto en domingo, Acceso movilidad reducida.";"Carta a precio fijo";"Para amigos, Para grupos, Para jóvenes, Para familias.";8,4;172;30;5,15329159449778;27,5;TRUE;TRUE;TRUE;41,3923045;2,1558108;1,33146799088588;53717
"1681";"RESTAURANTE L'ARROSSERIA XÀTIVA GRÀCIA";"Carrer del Torrent d'en Vidalet, 26";"Barcelona";"08012";"Gràcia";"Arroces, Mediterránea, Paella";"Calamares a la andaluza. Escalivada ecológica. Mejillones al vapor. Calçots (en temporada). Paella de verduras. Paella valenciana. Arroz meloso de rabo de toro. Caldereta de arroz con bogavante. Arroz negro. Paella de vieiras. Arroz a banda. Paella de bacalao y caracoles. Fideuà. Morro de bacalao con pisto y muselina. Chuletón de cerdo ibérico.";"Tradicional, Rústico, Bien calidad-precio.";"Comida para llevar, Comida a domicilio, Mesas redondas, Ticket restaurant.";"Menú infantil, Menú para grupos";"Para amigos, Para familias.";8,4;5048;42,5;8,52694548285892;74,5;TRUE;TRUE;TRUE;41,4038352;2,1596912;2,06584985097731;43031
"1682";"RESTAURANTE LA FÁBRICA DEL TACO";"Carrer de Sardenya, 88";"Barcelona";"08018";"Vila Olímpica";"Internacional, Mexicana";"Cerdo marinado, ananá y cebolla asada. Lomito cortado en cubitos. Mix de asada y pastor con cebolla asada. Cerdo confitado, cebolla y cilantro.";"Exótico, Informal.";"Unknown";"Unknown";"Para grupos, Para amigos, Para jóvenes.";8,4;1390;20;7,23777819192344;77;TRUE;TRUE;TRUE;41,3925534;2,1879202;1,61154566608484;40663
"1683";"RESTAURANTE EL MERCAT";"Carrer de Casp, 35";"Barcelona";"08010";"Centro, Eixample Dret";"Tapas, De mercado, Mediterránea";"Berenjenas con queso de cabra y miel de caña. Mejillones con ajo y guindilla. Alitas de pollo al limón. Dados de bacalao con tomate y Kalamata. Ostras del Delta. Calamares a la andaluza. Tomate, cebolla tierna y ventresca. Solomillo de salmón ahumado con tostadas. Helados artesanos.";"Informal, Bien calidad-precio, Con encanto, Actual, Están de moda.";"Unknown";"Unknown";"Para grupos, Para cenas empresa, Para amigos, Para negocios, Para ir con niños, Para jóvenes, Para familias.";8,4;3345;30;8,11552088154677;73,5;TRUE;TRUE;TRUE;41,3913941;2,1730643;0,548229583901267;60638
"1684";"RESTAURANTE LAS MAÑANITAS";"Gran Via de les Corts Catalanes, 715";"Barcelona";"08013";"Eixample Dret";"Mexicana";"Tacos de pollo en salsa roja. Burrito de ternera con arroz, frijoles y queso. Enchilada de cerdo con queso, salsa verde y arroz. Pollo al mole. Pastel azteca. Fajitas de ternera marinada con aros de cebolla y pimientos salteados.";"Informal.";"Música y copas, Platos para celíacos, Económico, Incorporación, Ticket restaurant.";"Menú mediodía, Menú para grupos";"Para amigos, Para grupos, Para ir con niños, Para jóvenes, Para familias.";8,4;1593;30;7,37400185935016;35;TRUE;TRUE;TRUE;41,3979078;2,1789017;1,41939973661636;40008
"1685";"RESTAURANTE PALO VERDE";"Carrer de Còrsega, 232";"Barcelona";"08036";"Eixample Esquerre";"Brasería, Brasería. Carnes., Carnes";"Escalivada de pimiento rojo. Tartar de pato mut. Oreja de cerdo brasa & mostaza. Pollo “salvaje” de la torre d’Erbull. Salmonete soasado & holandesa sobrasada. Calçots. Navajas. Stracciatella. Alcachofa confitada. Papada. Tartar de gamba. Ñoquis con 'maitake',  mantequilla y limón";"Informal, Actual, Preferidos, Están de moda.";"Terraza, Amantes del vino, Nuevos, Comida a domicilio, Acceso movilidad reducida.";"Menú + Copa gratis";"Para grupos, Para amigos, Para jóvenes, Para familias.";8,4;811;42,5;6,69950034016168;23;TRUE;TRUE;TRUE;41,3926707;2,154424;1,45342540637379;53717
"1686";"RESTAURANTE ENVALIRA";"Plaça del Sol, 13";"Barcelona";"08012";"Gràcia";"Casera, Arroces, De mercado, Marinera";"Unknown";"Emblemático, Informal.";"Unknown";"Unknown";"Para amigos.";8,4;958;30;6,86589107488344;33,5;TRUE;TRUE;TRUE;41,4018805;2,1566758;2,00017396793667;43031
"1687";"RESTAURANTE CAN TRESÓ";"Carrer d'Astúries, 18";"Barcelona";"08012";"Gràcia";"Sana, De fusión, Tradicional";"Croquetas de bacalao. Estrella. Ceviche. Mini frankfurt. Croquetas de pollo. Tarta tatín. Lomos de salmón. Tarta de queso. Ensaladilla. Burrata. Tataki de entrecot";"Original, Informal, Bien calidad-precio.";"Brunch, Económico, Abierto en domingo, Acceso movilidad reducida, Ticket restaurant (tarjeta).";"Unknown";"Para amigos, Para grupos, Para jóvenes.";8,4;1631;20;7,39756153552405;63;TRUE;FALSE;TRUE;41,4028828;2,1536608;2,23845237890028;43031
"1688";"RESTAURANTE ITALIAN TRADITION";"Carrer del Topazi, 26";"Barcelona";"08012";"Gràcia";"Italiana, Pizzería";"Ensalada de arroz negro con calamares, cebollín, chorizo, tomate cherry y pimientos rojo grillados. Arancina de pistacho. Albóndigas de berenjena con parmesano. Focaccia de jamón de Parma, mozzarella, tomate y mayonesa. Pizza Magherita de tomate, mozzarella y albahaca. Pizza Napoli de queso ahumado, chorizo italiano y grelo. Pizza Montanara con tomate, albahaca, mozzarella y queso de cabra gratinado.";"Original, Informal, Actual.";"Unknown";"Unknown";"Para amigos, Para grupos, Para jóvenes, Para familias.";8,4;728;20;6,59167373200866;69;TRUE;TRUE;TRUE;41,4701928;2,0664675;12,6721422971042;43031
"1689";"RESTAURANTE EL PI";"Avinguda de Madrid, 95";"Barcelona";"08028";"Les Corts, Sants";"Japonesa";"Edmame. Tataki salmón. Sopa de miso. Kimchi. Gyoza a la plancha. Rollito de Verdura. Takoyaki. Pollo con sésamo. Pinchos de gambas. Arroz frito con salsa de soja. Pinchos de gambas. Sepia a la plancha. Maki de salón con queso. Trmaki de salmón. California de atún y aguacate.";"Con encanto, Actual.";"Abierto en domingo.";"Unknown";"Para grupos, Para cenas empresa, Para amigos, Para negocios, Para familias.";8,4;2596;30;7,86211221166275;52,5;TRUE;TRUE;TRUE;41,3788283;2,1273357;3,68585903370853;41480
"1690";"RESTAURANTE OCAÑA";"Plaça Reial, 15";"Barcelona";"08002";"Centro, El Gòtic";"De mercado, Mediterránea, Mexicana";"Ostras naturales 'Speciale' de Normandía. Navajas del Delta del Ebro. Calamares en tempura con mayonesa negra. Rosbif con salsa tártara y encurtidos. Boquerones en mariposa fritos a la andaluza. Ensalada de salmón marinado con remolacha. Paella marinera. Dorada marinada en azafrán. Pata de pulpo gallego a la plancha. Solomillo a la brasa.";"Original, Informal, Con encanto.";"Música y copas, Terraza, AfterWork, Después medianoche.";"Unknown";"Unknown";8,4;7947;42,5;8,98067560367171;53,5;FALSE;TRUE;TRUE;41,3796881;2,1754699;0,929348783093693;33754
"1691";"RESTAURANTE CAN CODINA";"Carrer del Torrent de l'Olla, 20";"Barcelona";"08012";"Gràcia";"Quesos, Tapas, Platillos y medias raciones, Casera";"Esqueixada. Empedrat. Escalivada con queso de cabra al horno. Costilla de cerdo confitada. Cap i pota con chorizo y garbanzos. Galta de ternera con salsa de módena y miel. Bacalao con samfaina. Hamburguesa de magret de pato y foie. Cazón en adobo.";"Informal.";"Unknown";"Unknown";"Para amigos, Para jóvenes.";8,4;2005;20;7,60389796852188;84;TRUE;TRUE;TRUE;41,3989501;2,1608543;1,53811836835005;43031
"1692";"RESTAURANTE HIDALGO";"Carrer de Balmes, 396";"Barcelona";"08022";"St Gervasi-Santaló";"De mercado, Mediterránea";"Huevos estrellados con patata, jamón crujiente, foie y aceite de trufa. Rissoto de ceps y parmesano. Atún a la parrilla con cebolla tierna, tomates secos y salsa de soja. Tronco de merluza al estilo Santurce. Cochinillo crujiente con manzana caramelizada. Coulan de chocolate con helado de avellanas.";"Moderno y fashion.";"Terraza, Más reservados, Abierto en domingo, Video, Incorporación.";"Menú mediodía, Menú para grupos";"Para amigos, Para grupos, Para jóvenes.";8,4;1100;42,5;7,00397413672268;36;TRUE;TRUE;TRUE;41,4059099;2,1392513;3,32675846447236;81801
"1693";"RESTAURANTE MORRYSSOM";"Carrer de Girona, 162";"Barcelona";"08037";"Eixample Dret";"Tapas, Platillos y medias raciones, Mediterránea";"Zarajo. Morteruelo. Callos con garbanzos. Codornices a la vinagreta. Revoltillo de la casa. Gamba langostinera hervida. Sardinas en escabeche. Mejillones a la vinagreta. Salpicón de marisco. Morralla frita.";"Tradicional.";"Unknown";"Unknown";"Para grupos, Para amigos, Para familias.";8,4;2443;30;7,80139132029149;66;TRUE;FALSE;TRUE;41,3994885;2,165101;1,4515421100058;50106
"1694";"RESTAURANTE NOBU";"Avinguda de Roma, 2";"Barcelona";"08014";"Sants";"De autor, De fusión, Internacional, Japonesa";"Chips de miso picantes con atún o vieira. Tártaro de toro con caviar. Ostras con salsas Nobu. Tártaro de salmón o cola amarilla con caviar. Tataki de atún con Tosazu. Ensalada de langosta con salsa picante de limón. Miso de bacalao negro. Tempura de gambas de roca. ""Pasta"" de calamares con salsa de ajo. Pimienta Wasabi de langosta. Bolas de masa Wagyu con Ponzu picante.";"Exclusivo, Con encanto, Moderno y fashion.";"Grandes chefs, Nuevos.";"Unknown";"Para amigos, Para grupos, Para negocios, Para familias.";8,4;379;60;5,94017125272043;23;FALSE;TRUE;TRUE;41,3796588;2,1425262;2,44375121059706;37443
"1695";"RESTAURANTE CASA PEPE";"Carrer de Balmes, 377";"Barcelona";"08022";"St Gervasi-Bonanova";"Quesos, Tapas, De mercado, Embutidos";"Quesos. Jamón de Jabugo. Ahumados. Erizos gratinados rellenos de pescado. Anchoas del norte. Pastel de praliné.";"Informal, Tradicional.";"Cocina Non Stop, Acceso movilidad reducida.";"Unknown";"Para amigos.";8,4;686;42,5;6,53233429222235;50;TRUE;TRUE;TRUE;41,4046854;2,1400729;3,18800349262851;81801
"1696";"RESTAURANTE KYOKA";"Via Augusta, 268";"Barcelona";"08017";"St Gervasi-Santaló";"Japonesa, Wok";"Langostino con almendras. Tartar de salmón. Sashimi de atún. Gyozas. Arroces. Langostino en kimono. Rollito de Tokio. Yakisoba. Yaki udon. Yakimeshi arroz con mariscos. Tempura de langostino. Hishibi ebi. Tempura de verduras. Langostinos a la plancha.";"Informal, Bien calidad-precio.";"Platos para celíacos, Comida para llevar, Abierto en domingo, Comida a domicilio.";"Menú noche, Buffet";"Para amigos, Para grupos, Para jóvenes, Para familias.";8,4;2854;30;7,95682712209011;47,25;TRUE;TRUE;TRUE;41,3979693;2,1315017;3,44694525905329;107513
"1697";"RESTAURANTE LA FOIXARDA DE POBLE ESPANYOL";"Avinguda de Francesc Ferrer i Guàrdia, 13";"Barcelona";"08038";"Poble Sec-Montjuïc";"Brasería, Carnes, Catalana, Argentina, Mediterránea, Paella";"Cazuela de Chistorras con Huevos y Patatas. Brochetas de Verdura Asadas con Salsa Romesco. Brocheta de Solomillo de Ternera. Espada Argentina. Entraña de Ternera.Butifarra a las Brasas. Arroz Negro con Sepia. Bacalao gratinado al All-i-oli.";"Original, Rústico, Con encanto, Romántico.";"Terraza, Brunch, Cocina Non Stop, Desayunos de tenedor, Abierto en domingo, Ticket restaurant.";"Menú infantil, Menú para grupos";"Para amigos, Para grupos, Para ir con niños, Para familias.";8,4;17338;30;9,76071357854467;52;TRUE;TRUE;TRUE;41,3685441;2,148258;2,74766830014541;30792
"1698";"RESTAURANTE BAR L'AIXOPLUC";"Carrer de Londres, 1";"Barcelona";"08029";"Eixample Esquerre";"Castellana, Catalana";"Bocadillo de tortilla. Ensalada de quinoa. Empanada de carne. Bocadillo de fuet. Bocadillo de jamón. Tortilla de patatas. Aceitunas. Bocadillo de lomo con queso";"Informal, Bien calidad-precio.";"Terraza, Económico, Acceso movilidad reducida, Ticket restaurant (tarjeta).";"Unknown";"Para grupos, Para amigos, Para jóvenes.";8,4;371;20;5,91889385427315;80,5;TRUE;TRUE;TRUE;41,4416747;2,2211228;7,42883996016137;50009
"1699";"RESTAURANTE FLYING MONKEY";"Carrer d'Amigó, 37";"Barcelona";"08021";"St Gervasi-Bonanova, St Gervasi-Santaló";"Unknown";"Hummus con pimientos. Berenjena asada con tomates. Bacalao negro con crema de coliflor. Vitello tonato. Bocadillo de pulled pork. Bocadillo de Roast Beef. Tacos de pulled pork. Tostadas con guacamole. Huevos rancheros. Lebaneh mezze.";"Informal, Bien calidad-precio, Actual.";"Terraza, Brunch, AfterWork, Económico.";"Unknown";"Para amigos, Para jóvenes.";8,4;36;20;3,61091791264422;49;TRUE;FALSE;TRUE;41,3952577;2,1443873;2,33583791972794;106734
"1700";"RESTAURANTE 4UATRE LOUNGE";"Rambla del Poblenou, 63";"Barcelona";"08005";"Poblenou";"Mediterránea";"Mejillones a la marinera. Arroz caldoso con bogavante. Arroz negro. Paletilla de jamón. Bravas. Chipirones. Pinchos morunos. Cocteles";"Informal, Bien calidad-precio.";"Terraza, Económico, Abierto en domingo, Acceso movilidad reducida, Ticket restaurant (tarjeta).";"Unknown";"Para grupos, Para amigos, Para jóvenes.";8,4;780;20;6,66057514983969;84;TRUE;TRUE;TRUE;41,4009595;2,2012284;3,02858542025057;46826
"1701";"RESTAURANTE TORRE D'ALTA MAR";"Passeig de Joan de Borbó, 88";"Barcelona";"08039";"La Barceloneta";"Creativa, De autor, Mediterránea";"Ajoblanco de almendras, escalivada, mató, boquerones, caviar de arenque y vinagreta de uva. Arroz cremoso de gambas. Hígado de pato en escalope sobre torrijas.";"Exclusivo, Romántico, Actual, Preferidos.";"Vistas, Grandes chefs (Albert Dolcet), Acceso movilidad reducida.";"Menú degustación , Menú para grupos";"Para negocios.";8,4;3584;60;8,18451375303372;50,5;TRUE;TRUE;TRUE;41,3731453;2,1879727;2,14646795032345;49096,9785191956
"1702";"RESTAURANTE CAN LAURY";"Avinguda del Port d'Aiguadolç, 49";"Sitges";"08870";"Alrededores";"Mediterránea";"Paella de marisco. Pulpo a la gallega. Ostras gallegas. Arroz caldoso con bogavante. Parrillada de pescado y marisco. Arroz negro. Tallarines. Gambas al ajillo";"De ambiente, Informal, Con encanto.";"Terraza Top, Abierto en domingo, Acceso movilidad reducida.";"Unknown";"Para grupos, Para familias.";8,4;4714;20;8,45850419506756;73,5;TRUE;TRUE;TRUE;41,2369194;1,8255826;33,3009126581197;49096,9785191956
"1703";"RESTAURANTE BELVEDERE";"Passatge de Mercader, 3";"Barcelona";"08008";"Centro, Eixample Dret";"Casera, De mercado, Tradicional";"Garbanzos con gambas. Rabo de buey. Guiso de liebre con lentejas. Steak tartar. Tartar de salmón y gambas. Costillitas de cabrito. Pato rustido con orejones, ciruelas y piñones. Suquet de bacalao con angulas. Pies de cerdo con nabos de la Cerdanya. Estofado a la Bourguignon. Fideuá de bogavante.";"Con encanto, Romántico.";"Música y copas, Terraza, Cocina Non Stop, Después medianoche.";"Unknown";"Unknown";8,4;98;42,5;4,59511985013459;62,5;TRUE;TRUE;FALSE;41,3928452;2,1595063;1,09824471537258;70245
"1704";"RESTAURANTE EL PASSADIS";"Plaça d'Osca, 10";"Barcelona";"08014";"Sants";"Unknown";"Unknown";"Unknown";"Unknown";"Unknown";"Unknown";8,4;610;20;6,4150969591716;0;FALSE;FALSE;FALSE;41,3762002;2,1385341;2,89772467840457;37443
"1705";"RESTAURANTE IL COLOSSEO";"Avinguda de Catalunya, 53C";"Cerdanyola del Vallès";"08290";"Alrededores";"Italiana, Pizzería";"Pizza Romana. Pizza Augusto. Pizza Tiberio. Pizza Nerone. Pizza Vespasiano. Pizza Emiliano. Pizza Vegana. Calzone blanco. Calzone rojo. Piadine 4 quesos. Piadine Tricolore. Piadine Tirolese. Piadine Romana. Focaccia blanca. Foccacia Romana. Cannolo sicilano. Baba al Rum. Piadina con Nutella y banana. Calzone con ricotta y Nutella.";"Informal, Bien calidad-precio, Actual.";"Donde ver fútbol, Económico, Abierto en domingo, Comida a domicilio, Acceso movilidad reducida.";"Unknown";"Para amigos, Para ir con niños, Para jóvenes, Para familias.";8,4;218;20;5,3890717298165;45;TRUE;TRUE;TRUE;41,4927633;2,142733;11,9929735261133;49096,9785191956
"1706";"RESTAURANTE RAKUMI";"Carrer Ample, 50";"Barcelona";"08002";"Centro, El Gòtic";"Japonesa";"Okonomiyaki (pizza japonesa). Gyuniku tataki (ternera semicruda con salsa). Gyuniku  Shouga Yaki (ternera asada con salsa de jengibre). Age Soba (tallarines fritos con verduras). Unajyu (anguila con arroz). Gariku Bata Paisu (arroz frito con ajo y mantequilla). Sushi y sashimi.";"Informal, Bien calidad-precio, Actual.";"Económico, Abierto en domingo.";"Menú mediodía, Menú para grupos";"Para amigos, Para grupos.";8,4;1226;20;7,11232744471091;45;TRUE;TRUE;TRUE;41,3811354;2,1805378;1,0891393643513;33754
"1707";"RESTAURANTE BONAPLATA";"Carrer de Manresa,";"Sant Joan de Vilatorrada";"08250";"Alrededores";"Catalana";"Gazpacho. Lentejas estofadas. Canelones hechos en casa. Fideuá marinera. Macarrones a la boloñesa. Crema fría de calabacín. Conejo con allioli. Suquet de rape y mejillones. Albóndigas con pisto. Lomo a la brasa. Carne magra a la brasa. Butifarra a la brasa. Churrasco ternera a la brasa. Cordero a la brasa.";"Bien calidad-precio, Moderno y fashion.";"Brunch, Desayunos de tenedor, Acceso movilidad reducida.";"Unknown";"Para grupos, Para amigos, Para familias.";8,4;1445;30;7,27655640271871;47,5;TRUE;FALSE;FALSE;41,7376689;1,8051273;49,4768827987062;49096,9785191956
"1708";"RESTAURANTE FONDA EUROPA";"Carrer Anselm Clavé, 1";"Granollers";"08402";"Alrededores";"Catalana, Arroces";"Paella. Crema catalana. Patatas bravas. Calamares a la plancha. Canelones. Croquetas. Caracoles. Huevos con patatas y salchichas. Tapas";"Tradicional, Moderno y fashion.";"Acceso movilidad reducida.";"Unknown";"Para amigos, Para familias.";8,4;6355;20;8,75715452765661;68;TRUE;FALSE;TRUE;41,6056121;2,2883628;26,257574384455;49096,9785191956
"1709";"RESTAURANTE CAMPING MAR";"Passeig de Joan de Borbó, 103";"Barcelona";"08039";"La Barceloneta";"Arroces, Mediterránea";"Berberechos con leche de coco, lima y jalapeño verde. Croquetas de cangrejo txangurro. Arroz meloso de cigalas. Arroz negro de sepia y alcachofas. Hamburguesa de cangrejo, salicornia y kimchi. Curry rojo de langostinos. Solomillo de buey con brócoli y salsa de pimienta verde.";"Actual, Moderno y fashion.";"Terraza Top, Abierto en domingo, Incorporación.";"Unknown";"Para grupos, Para amigos, Para jóvenes.";8,4;474;42,5;6,16331480403464;39;TRUE;TRUE;TRUE;41,3671038;2,1892356;2,73138327399382;49096,9785191956
"1710";"RESTAURANTE WYNWOOD CAFÉ";"Travessera de Gràcia, 52";"Barcelona";"08021";"Eixample Dret";"Unknown";"Tataki de atún, bowl de pollo braseado, bowl de gambas y kimchi, wraps, sándwich de aguacate, sándwich de jamón ibérico, sándwich tunacado, ha,burguesa de ternera ecológica, hamburguesa vegetal.";"Con encanto, Romántico, Actual, Moderno y fashion.";"Bodega bar, Terraza, Comida para llevar, Abierto en domingo, Comida a domicilio, Acceso movilidad reducida, Ticket restaurant, Ticket restaurant (tarjeta).";"Unknown";"Para negocios, Para jóvenes.";8,4;333;20;5,8111409929767;73,5;TRUE;FALSE;TRUE;41,3957348;2,1492842;1,9918524091451;106734
"1711";"RESTAURANTE VAN VAN VAR";"Carrer de Pujades, 27";"Barcelona";"08018";"Poblenou";"Internacional";"Cada semana varia la carta según la propuesta gastronómica del chef invitado. Como base fija un surtido de encurtidos y conservas para picar.";"Informal, Actual.";"Terraza, Cocina Non Stop, Económico.";"Unknown";"Para amigos, Para grupos, Para jóvenes.";8,4;355;30;5,87493073085203;48;TRUE;FALSE;TRUE;41,3942111;2,1902433;1,86395959549945;40663
